# BEAST v1.8.2, r6687
# Generated Tue Jan 15 14:09:39 EST 2019 [seed=1547579379417]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	skyline
0	-4512.811724189986	-1468.5029025851366	-3044.30882160485	248.82161158976706	1400000.0	1400000.0	1400000.0	1400000.0	1400000.0	4.0	4.0	3.0	3.0	3.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0E-8	-3044.30882160485	-240.58508208121202
5000	-3466.057423075388	-1466.5563785220027	-1999.5010445533858	934516.0834541752	602084.157404075	1242014.0727862855	324764.94320893224	626232.1621866729	515272.004791235	4.0	5.0	1.0	2.0	5.0	2.36747154187041	0.2563367062008093	0.2499999999	0.23119956773397332	0.2624637261652174	1.0E-8	-1999.5010445533858	-241.4915180661639
10000	-3454.5530410930523	-1460.4538108584918	-1994.0992302345603	1135237.6967892179	52188.4440956962	104646.30014185452	370056.72852255544	402314.9615224068	938459.2891763364	6.0	2.0	1.0	2.0	6.0	3.4689682120306933	0.24189511441380557	0.2565349886144363	0.23119956773397332	0.2703703292377848	1.0E-8	-1994.0992302345603	-238.78507606109252
15000	-3455.8218779112904	-1468.3747546985571	-1987.447123212733	842162.2647058776	265681.95651180635	558111.3160838314	1283891.8464101716	246221.95649422423	184846.5895155399	2.0	6.0	5.0	2.0	2.0	4.394512324169821	0.24189511441380557	0.26294968809362057	0.2223711202920435	0.27278407720053033	1.0E-8	-1987.447123212733	-244.35050622966844
20000	-3455.692224139183	-1471.518195441232	-1984.1740286979514	1234065.6790215361	471511.2984414359	489526.6603387708	785031.861866619	536521.9969706571	651901.2233208262	5.0	2.0	3.0	6.0	1.0	4.126539902991954	0.24189511441380557	0.26294968809362057	0.2223711202920435	0.27278407720053033	1.0E-8	-1984.1740286979514	-247.07507975164734
25000	-3438.1877553603817	-1465.802281658191	-1972.3854737021907	1084658.1627844546	156180.38234193838	175698.6955817156	326498.3875064298	1133002.0054209	760391.3036881464	1.0	1.0	5.0	5.0	5.0	9.96889940879175	0.24696988430624697	0.2593368891796685	0.2172963503996021	0.2763968761144824	1.0E-8	-1972.3854737021907	-240.77265284455083
30000	-3450.0078023386413	-1472.257112870585	-1977.7506894680562	1338716.8268278695	229511.27420235926	429183.9556056161	799718.4833458118	1031622.6891049886	318834.47910634323	3.0	6.0	1.0	4.0	3.0	9.159890862372984	0.24002548569131726	0.2635906991025383	0.2172963503996021	0.27908746480654234	1.0E-8	-1977.7506894680562	-246.70729171363078
35000	-3437.3308128270687	-1465.223571448409	-1972.1072413786596	1070177.6714553186	206090.47516418665	151543.9129584747	261824.09476489775	767089.5980116442	710874.7235926875	1.0	2.0	2.0	8.0	4.0	9.310570142589352	0.24002548569131726	0.28281610201361473	0.20633338710927127	0.2708250251857967	1.0E-8	-1972.1072413786596	-241.32665492004068
40000	-3435.9995658083535	-1469.7197091220355	-1966.2798566863182	1187869.6846803508	186969.72546771317	122661.64818756789	102486.7550109318	509723.6894835473	2766334.7944472376	3.0	2.0	2.0	8.0	2.0	5.7533980053540965	0.24234144282670242	0.2800454177965511	0.1919156793159966	0.2856974600607498	1.0E-8	-1966.2798566863182	-242.78943065004924
45000	-3436.100147393129	-1473.5474297740766	-1962.5527176190524	1136662.1342608728	180527.80877924568	238458.24070850108	1301642.196286184	681034.7185420515	1884525.8963777884	4.0	1.0	4.0	3.0	5.0	8.87867705883317	0.24858959997102797	0.2810280759659032	0.18653739061171656	0.2838449334513522	1.0E-8	-1962.5527176190524	-244.31124969874364
50000	-3426.4157698471654	-1466.1350028423126	-1960.2807670048526	727511.8937559037	181469.53601426558	397092.6865922833	1024006.9964116566	608572.6413808179	734743.7164493909	2.0	4.0	3.0	5.0	3.0	12.11458003521684	0.24858959997102797	0.28809875768605014	0.1694886289231395	0.2938230134197823	1.0E-8	-1960.2807670048526	-239.6550101071339
55000	-3408.0034266304942	-1454.4433139538278	-1953.5601126766664	1004489.2317729811	50643.568754163934	137303.70540338053	488100.3289835582	572084.835867319	981789.0347146234	2.0	4.0	4.0	5.0	2.0	15.170278245421692	0.2600563077707074	0.2780872709032879	0.1586187288503633	0.3032376924756414	1.0E-8	-1953.5601126766664	-229.33868626714766
60000	-3420.1104669101874	-1468.592360554976	-1951.5181063552113	882927.764155551	684848.375904903	829916.4515846951	550543.6364559828	619984.9782122059	207735.38087303747	5.0	2.0	2.0	5.0	3.0	13.56287992731725	0.26404093656018207	0.276015933271206	0.15589538634275946	0.3040477438258524	1.0E-8	-1951.5181063552113	-242.32817259545467
65000	-3438.1616768142503	-1481.0838924966858	-1957.0777843175647	1081153.6263266613	1117664.644862201	743000.0771001378	621086.3424008021	1317179.4664615495	690099.4505019378	2.0	2.0	5.0	3.0	5.0	16.594830921258797	0.26404093656018207	0.2716317174266061	0.16027960218735937	0.3040477438258524	1.0E-8	-1957.0777843175647	-251.84530396880604
70000	-3435.821105892192	-1477.9471078060856	-1957.8739980861064	957551.3488778039	1988851.5863339808	1785366.286820195	359938.47515625024	540683.8480973238	798230.7277983873	6.0	1.0	3.0	2.0	5.0	13.302962402397759	0.271653321834489	0.27344867850081567	0.15210682606612758	0.3027911735985677	1.0E-8	-1957.8739980861064	-248.64421582588318
75000	-3427.2602166892502	-1476.3788354431392	-1950.8813812461112	894816.5265400888	1486022.279146874	2211222.7896908177	667202.597677663	781858.5749568278	792759.9345459112	5.0	2.0	3.0	3.0	4.0	14.282874223951739	0.2796810275560553	0.27681333962893867	0.15038352254899282	0.2931221102660132	1.0E-8	-1950.8813812461112	-246.4162514068101
80000	-3425.4737333313033	-1473.6893047201863	-1951.7844286111167	786952.8991578071	521378.7114941539	362842.52841955196	830039.0423181358	795892.3549088703	426932.1544120463	2.0	5.0	1.0	8.0	1.0	15.91983413326063	0.27411715884935844	0.2761832217247897	0.15190608842793915	0.2977935309979127	1.0E-8	-1951.7844286111167	-246.66189157866089
85000	-3425.379526018239	-1476.7827837038803	-1948.5967423143588	1075414.0054274811	701368.6390049995	634116.8970096011	1090903.5965769037	2101108.9868373014	1616117.01180206	1.0	3.0	6.0	2.0	5.0	11.352412856206671	0.2794134566722605	0.2761832217247897	0.1449841508141913	0.29941917078875857	1.0E-8	-1948.5967423143588	-247.20315483445805
90000	-3443.477662403653	-1485.3230404580913	-1958.154621945562	836267.8231087906	789995.6110900444	1895542.5663005207	4049727.3889779504	1433788.7807961386	847475.1011145338	4.0	5.0	1.0	4.0	3.0	18.43619897014389	0.27518802379584084	0.2863736366225456	0.13901916879285503	0.29941917078875857	1.0E-8	-1958.154621945562	-252.31584821167732
95000	-3425.88018861013	-1476.2136494727133	-1949.6665391374167	1056354.0631214327	1394307.357049879	920282.8060277696	391516.31803949643	466495.1677807329	1168736.8378815337	1.0	4.0	2.0	2.0	8.0	20.69752803042725	0.2741673797033484	0.3015339275394824	0.13621550338344737	0.28808318937372185	1.0E-8	-1949.6665391374167	-246.6889369329582
100000	-3441.681518681725	-1488.962532279534	-1952.718986402191	1437521.6441193454	4.43131975509773E7	2762894.23808052	276596.65147107607	779097.5825919049	940865.8743254185	1.0	2.0	2.0	9.0	3.0	20.69752803042725	0.2789123041114162	0.2967890031314146	0.1378958979663334	0.28640279479083586	1.0E-8	-1952.718986402191	-251.85077608282737
105000	-3434.7637437852127	-1483.2942291374718	-1951.469514647741	1385685.9055107296	4474594.504468731	4677794.714991627	1655615.938413007	556495.2367729099	1247826.3949910908	1.0	3.0	3.0	8.0	2.0	20.586950926736765	0.26998345793538564	0.28825330904282515	0.14360623814559637	0.2981569948761929	1.0E-8	-1951.469514647741	-249.01013610051714
110000	-3424.8467813487787	-1474.194414845273	-1950.6523665035058	1034901.6051341394	241102.20450213808	558660.9974991614	1453355.1461560722	320819.7478685586	804004.1091819761	1.0	4.0	2.0	1.0	9.0	18.176474852477916	0.2774935929159797	0.2899167808975635	0.13747784469220742	0.2951117814942494	1.0E-8	-1950.6523665035058	-245.17158428458987
115000	-3415.464923009965	-1467.363564658669	-1948.1013583512956	1187272.6773004266	249668.8823568627	171595.93414553907	396497.1169923382	1325145.0716430284	675098.9458791313	4.0	2.0	1.0	9.0	1.0	14.004904156996652	0.2799038875810339	0.28841554458358076	0.14269500871499227	0.28898555912039303	1.0E-8	-1948.1013583512956	-240.68382088895905
120000	-3421.6030984782456	-1469.4779387571284	-1952.125159721117	1117441.972166151	495470.47417302715	480557.7649760636	535156.930323907	726057.2977969119	536102.58287883	6.0	6.0	1.0	3.0	1.0	12.312568308540191	0.2847359730897844	0.28841554458358076	0.1378629232062418	0.28898555912039303	1.0E-8	-1952.125159721117	-243.6289177895675
125000	-3428.540529183222	-1476.874360709721	-1951.6661684735013	1139770.1567717092	1528439.3880904326	2877015.90727257	529584.2322121607	812615.5035615135	353711.93924672547	1.0	1.0	8.0	4.0	3.0	15.216790806043397	0.29757639104210787	0.2816104927739044	0.1378629232062418	0.28295019297774593	1.0E-8	-1951.6661684735013	-246.59224782267486
130000	-3435.321919595512	-1481.9484847055742	-1953.373434889938	997634.6411980013	6289123.751275104	1556701.8314000824	340166.2470832812	647692.6628602275	796854.2700601064	2.0	1.0	3.0	4.0	7.0	13.720081553130196	0.2972560775510597	0.2681197898919881	0.1476622532697185	0.2869618792872337	1.0E-8	-1953.373434889938	-250.7708782058885
135000	-3416.049405075243	-1467.7493151434335	-1948.30008993181	1034537.5208471771	203040.65954703296	270909.1188208875	1018859.9516374322	247160.70278465765	307451.4798848766	1.0	5.0	6.0	2.0	3.0	13.330315894989182	0.30720080914164166	0.2681197898919881	0.13771752167913653	0.2869618792872337	1.0E-8	-1948.30008993181	-242.13008999393662
140000	-3426.3690686888704	-1474.0040254702928	-1952.3650432185775	936394.6316287789	638344.3930010782	1366251.4319218937	807497.8085430225	640828.9407146622	213734.59579754883	9.0	4.0	2.0	1.0	1.0	12.93793376741827	0.2930598216568314	0.2631167685737882	0.14717882536532484	0.29664458440405556	1.0E-8	-1952.3650432185775	-246.5387937929244
145000	-3414.449283761176	-1460.8653323045255	-1953.5839514566505	929946.0739540625	159803.07866926858	316001.4572864047	624668.9964702011	1181204.6317945495	722904.5695472308	3.0	4.0	3.0	1.0	6.0	6.8698722737647255	0.30151274200119876	0.26583118897423513	0.1413965288958919	0.2912595401286742	1.0E-8	-1953.5839514566505	-235.81739736360868
150000	-3422.483928838433	-1468.7248385176788	-1953.7590903207542	772396.8049996626	270882.532178098	988144.855200687	494008.3099081667	246749.88048542393	693221.3498133817	1.0	4.0	5.0	5.0	2.0	7.513385302263286	0.2938814714843229	0.27022684383029	0.1413965288958919	0.2944951557894952	1.0E-8	-1953.7590903207542	-242.1371501696489
155000	-3423.5470691466116	-1471.9503029182545	-1951.5967662283574	875232.1206128811	625032.9950630495	1345787.691544413	766029.3136803975	412174.4846975242	282895.63434864907	1.0	1.0	11.0	2.0	2.0	9.458030581928874	0.2938814714843229	0.26149808883436126	0.1413965288958919	0.30322391078542393	1.0E-8	-1951.5967662283574	-245.5427611975609
160000	-3425.834446899818	-1473.558965851527	-1952.2754810482909	859021.2812179775	621218.1394174047	375182.6286857892	1556240.3437520794	1838771.4149494057	429130.7054245029	5.0	3.0	1.0	5.0	3.0	12.737896304905302	0.2807898178730676	0.2606688862977205	0.1413965288958919	0.31714476693332	1.0E-8	-1952.2754810482909	-243.45305947151473
165000	-3426.098459323755	-1475.9218156007794	-1950.1766437229755	1394769.1114539288	671844.5041361736	1201527.8852391485	891694.8103046123	792931.4588302708	342923.6054603945	4.0	4.0	3.0	4.0	2.0	11.261005592613087	0.2914498395836833	0.2829418513830591	0.1413965288958919	0.2842117801373657	1.0E-8	-1950.1766437229755	-248.44807669420405
170000	-3418.4217666424474	-1469.6942391410544	-1948.727527501393	1092140.5047835496	469856.1655543206	571884.2519745892	232232.86312335092	519337.103823845	713189.0365194153	4.0	4.0	1.0	1.0	7.0	9.2961960050323	0.28246064548377553	0.2692158501289938	0.14372546005069342	0.30459804433653725	1.0E-8	-1948.727527501393	-244.4205513207201
175000	-3422.7721658687997	-1472.467118892877	-1950.3050469759228	1174926.323563971	363735.55928930844	520732.42613659997	264814.6685199255	1505292.99137791	573071.8303389768	5.0	1.0	1.0	5.0	5.0	8.106925608470789	0.2842171075558949	0.26205174832109557	0.1491392637138796	0.30459188040912993	1.0E-8	-1950.3050469759228	-244.06984348085996
180000	-3421.2677775632046	-1469.9794616307393	-1951.2883159324654	953656.8423325804	518261.07368900464	542887.699544161	740988.5223839926	646518.4684384975	237984.2914052909	1.0	4.0	6.0	3.0	3.0	10.863962095317161	0.2928489878878502	0.260854180930682	0.1573820589521906	0.2889147722292772	1.0E-8	-1951.2883159324654	-244.4758968409977
185000	-3431.5378607729735	-1477.8164993831638	-1953.72136138981	1340167.1171479474	1316281.7896189177	1478982.1440260143	1061529.7520878064	1633244.9538942594	578416.9077253344	1.0	1.0	7.0	3.0	5.0	8.883128643597948	0.2853983909572565	0.2540144487269428	0.1573820589521906	0.3032051013636101	1.0E-8	-1953.72136138981	-248.44611973983672
190000	-3424.518707512707	-1474.4812534502794	-1950.0374540624277	1080834.2184474831	663414.7433519411	1091898.887092664	500622.38370132423	700569.6077823339	729138.3146603383	2.0	3.0	9.0	2.0	1.0	15.267304573637444	0.29332231525027747	0.25961978459198554	0.142019544583533	0.30503835557420395	1.0E-8	-1950.0374540624277	-246.5263857123705
195000	-3435.9714120517287	-1484.4558458281315	-1951.5155662235973	1161891.5342754684	9255010.43444279	1479653.2733901613	559208.959518232	593849.3793091465	677607.9814181555	1.0	4.0	5.0	5.0	2.0	19.39212875463756	0.2938886224256122	0.25961978459198554	0.13950222418646435	0.30698936879593786	1.0E-8	-1951.5155662235973	-252.26279858961001
200000	-3436.75596993817	-1484.3515621819704	-1952.4044077561994	970220.0598783427	3491950.353502835	976599.8481192784	1418796.7980413383	235592.63252754818	521101.67163347383	5.0	5.0	2.0	3.0	2.0	21.083188992602807	0.2938886224256122	0.2679117656265841	0.13121024315186583	0.30698936879593786	1.0E-8	-1952.4044077561994	-252.95631189345454
205000	-3430.4715503886673	-1477.8478943349721	-1952.6236560536952	1056129.9523687817	1206357.9545657209	519663.31291158014	1317572.3399976166	1246300.726269221	777566.5548883385	1.0	2.0	9.0	3.0	2.0	16.91932757471419	0.2884054039945792	0.2679117656265841	0.13669346158289883	0.30698936879593786	1.0E-8	-1952.6236560536952	-247.6847954776827
210000	-3429.3559061142123	-1475.2569972922195	-1954.098908821993	976027.0682021298	1691464.7928611073	1319013.5987954722	919917.7359776585	638632.6755135469	812239.2548055927	4.0	1.0	1.0	8.0	3.0	15.365770997680965	0.2941690701052777	0.26264421384410436	0.14196101336537856	0.30122570268523935	1.0E-8	-1954.098908821993	-245.81309177640682
215000	-3420.8777744449853	-1472.505514407087	-1948.3722600378985	1110040.3024435458	584769.2030524373	511556.2973639106	892943.1199667426	214853.22272627277	450492.4043129983	7.0	4.0	2.0	2.0	2.0	18.87687059158106	0.2941690701052777	0.26264421384410436	0.14196101336537856	0.30122570268523935	1.0E-8	-1948.3722600378985	-245.29030954667434
220000	-3416.354467312254	-1464.2064352793004	-1952.1480320329538	1302882.3339039898	108950.04184113035	171743.97299446163	746945.04837482	665269.249043437	659138.7459456678	2.0	1.0	3.0	2.0	9.0	18.68759894739827	0.2941690701052777	0.26600457156017054	0.14196101336537856	0.29786534496917316	1.0E-8	-1952.1480320329538	-237.66490525922305
