species.ID,long,lat,elevation
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_2,47.31861111,-20.82833333,1482
Boophis_quasiboehmei_3,47.52254722,-21.24525,660
Boophis_quasiboehmei_3,47.416667,-21.25,894
Boophis_quasiboehmei_3,47.416667,-21.25,894
Boophis_quasiboehmei_3,47.416667,-21.25,894
Boophis_quasiboehmei_3,47.416667,-21.25,894
Boophis_quasiboehmei_3,47.416667,-21.25,894
Boophis_quasiboehmei_3,47.45,-21.25,894
Boophis_quasiboehmei_3,47.45,-21.25,894
Boophis_quasiboehmei_3,47.45,-21.25,894
Boophis_quasiboehmei_3,47.45,-21.25,894
Boophis_quasiboehmei_3,47.45,-21.25,894
Boophis_quasiboehmei_3,47.45,-21.25,894
Boophis_quasiboehmei_3,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_3,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_3,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_3,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_3,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_3,47.35,-21.5,1113
Boophis_quasiboehmei_3,47.35,-21.5,1113
Boophis_quasiboehmei_a,47.52254722,-21.23531944,660
Boophis_quasiboehmei_a,47.52254722,-21.23531944,660
Boophis_quasiboehmei_a,47.52254722,-21.23531944,660
Boophis_quasiboehmei_a,47.52254722,-21.23531944,660
Boophis_quasiboehmei_a,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_a,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_a,47.42621667,-21.24386667,1104
Boophis_quasiboehmei_a,47.42621667,-21.24386667,1104
Boophis_tasymena_1,47.46667,-21.26667,684
Boophis_tasymena_1,47.433333,-21.25,894
Boophis_tasymena_1,47.433333,-21.25,894
Boophis_tasymena_1,47.433333,-21.25,894
Boophis_tasymena_1,47.429167,-21.288889,894
Boophis_tasymena_1,47.433333,-21.25,894
Boophis_tasymena_1,47.433333,-21.25,894
Boophis_tasymena_1,47.429167,-21.288889,894
Boophis_tasymena_1,47.46563333,-21.24215,1014
Boophis_tasymena_1,47.46563333,-21.24215,1014
Boophis_tasymena_1,47.46563333,-21.24215,1014
Boophis_tasymena_1,47.42948333,-21.24828333,1104
Boophis_tasymena_1,47.39683333,-21.23693333,1163
Boophis_tasymena_1,47.35971667,-21.25793333,1179
Boophis_tasymena_1,47.35971667,-21.25793333,1179
Boophis_tasymena_1,47.35971667,-21.25793333,1179
Boophis_tasymena_1,47.35971667,-21.25793333,1179
Boophis_tasymena_1,47.35971667,-21.25793333,1179
Boophis_tasymena_1,47.35971667,-21.25793333,1179
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
Boophis_tasymena_1,47.36666667,-21.21666667,1183
